,date,action
0,2021-10-25 00:13:00+00:00,[0.97784436]
1,2021-10-25 00:14:00+00:00,[-1.]
2,2021-10-25 00:15:00+00:00,[0.38454792]
3,2021-10-25 00:16:00+00:00,[0.69669443]
4,2021-10-25 00:17:00+00:00,[1.]
5,2021-10-25 00:18:00+00:00,[-0.3324783]
6,2021-10-25 00:19:00+00:00,[1.]
7,2021-10-25 00:20:00+00:00,[-0.82233423]
8,2021-10-25 00:21:00+00:00,[0.6524426]
9,2021-10-25 00:22:00+00:00,[0.5990214]
10,2021-10-25 00:23:00+00:00,[-0.6094161]
11,2021-10-25 00:24:00+00:00,[1.]
12,2021-10-25 00:25:00+00:00,[0.50459105]
13,2021-10-25 00:26:00+00:00,[-0.14773722]
14,2021-10-25 00:27:00+00:00,[0.1636787]
15,2021-10-25 00:28:00+00:00,[0.72768295]
16,2021-10-25 00:29:00+00:00,[0.76414555]
17,2021-10-25 00:30:00+00:00,[0.89618695]
18,2021-10-25 00:31:00+00:00,[0.93379873]
19,2021-10-25 00:32:00+00:00,[-0.98456573]
20,2021-10-25 00:33:00+00:00,[1.]
21,2021-10-25 00:34:00+00:00,[-0.21561207]
22,2021-10-25 00:35:00+00:00,[0.1569468]
23,2021-10-25 00:36:00+00:00,[-0.5962069]
24,2021-10-25 00:37:00+00:00,[-0.6900525]
25,2021-10-25 00:38:00+00:00,[1.]
26,2021-10-25 00:39:00+00:00,[-0.36864164]
27,2021-10-25 00:40:00+00:00,[-1.]
28,2021-10-25 00:41:00+00:00,[-0.6331123]
29,2021-10-25 00:42:00+00:00,[-0.3144942]
30,2021-10-25 00:43:00+00:00,[0.07694702]
31,2021-10-25 00:44:00+00:00,[0.21813163]
32,2021-10-25 00:45:00+00:00,[0.37062493]
33,2021-10-25 00:46:00+00:00,[0.38045493]
34,2021-10-25 00:47:00+00:00,[1.]
35,2021-10-25 00:48:00+00:00,[0.7222819]
36,2021-10-25 00:49:00+00:00,[-1.]
37,2021-10-25 00:50:00+00:00,[-0.33994287]
38,2021-10-25 00:51:00+00:00,[-1.]
39,2021-10-25 00:52:00+00:00,[0.564105]
40,2021-10-25 00:53:00+00:00,[0.23781453]
41,2021-10-25 00:54:00+00:00,[0.6296822]
42,2021-10-25 00:55:00+00:00,[-0.4839751]
43,2021-10-25 00:56:00+00:00,[1.]
44,2021-10-25 00:57:00+00:00,[0.1012871]
45,2021-10-25 00:58:00+00:00,[-0.7613868]
46,2021-10-25 00:59:00+00:00,[0.3315648]
47,2021-10-25 01:00:00+00:00,[-0.76054686]
48,2021-10-25 01:01:00+00:00,[0.26485854]
49,2021-10-25 01:02:00+00:00,[-0.3864148]
50,2021-10-25 01:03:00+00:00,[-1.]
51,2021-10-25 01:04:00+00:00,[0.98400944]
52,2021-10-25 01:05:00+00:00,[0.60135955]
53,2021-10-25 01:06:00+00:00,[-0.9845655]
54,2021-10-25 01:07:00+00:00,[1.]
55,2021-10-25 01:08:00+00:00,[-1.]
56,2021-10-25 01:09:00+00:00,[-0.04869927]
57,2021-10-25 01:10:00+00:00,[-0.3028311]
58,2021-10-25 01:11:00+00:00,[1.]
59,2021-10-25 01:12:00+00:00,[0.7789486]
60,2021-10-25 01:13:00+00:00,[0.18185483]
61,2021-10-25 01:14:00+00:00,[0.44160917]
62,2021-10-25 01:15:00+00:00,[-0.6679691]
63,2021-10-25 01:16:00+00:00,[0.819645]
64,2021-10-25 01:17:00+00:00,[-0.07385917]
65,2021-10-25 01:18:00+00:00,[-0.08732527]
66,2021-10-25 01:19:00+00:00,[1.]
67,2021-10-25 01:20:00+00:00,[1.]
68,2021-10-25 01:21:00+00:00,[-0.37344432]
69,2021-10-25 01:22:00+00:00,[-1.]
70,2021-10-25 01:23:00+00:00,[0.62307036]
71,2021-10-25 01:24:00+00:00,[-1.]
72,2021-10-25 01:25:00+00:00,[-0.17241171]
73,2021-10-25 01:26:00+00:00,[-0.07006883]
